player_name,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate
Karabo Dhlamini,3,293,0,1,97.66666666666667,0.3333333333333333
Maudeline Moryl,1,47,0,1,47.0,1.0
Danielle Monique Étienne,1,102,1,0,102.0,0.0
Chelsea Ariane Surpris,2,194,1,0,97.0,0.0
Lingwei Yao,2,173,0,2,86.5,1.0
Jiaxing Dou,2,200,2,0,100.0,0.0
Jiali Tang,1,102,1,0,102.0,0.0
Shwendesky Macélus Joseph,1,102,1,0,102.0,0.0
Yu Zhu,2,202,0,0,101.0,0.0
Martina Lenzini,5,437,2,2,87.4,0.4
Annamaria Serturini,3,274,3,0,91.33333333333333,0.0
Ana Vitória Angélica Kliemaschewsk de Araújo,1,94,1,0,94.0,0.0
Kayla McCoy,1,78,0,1,78.0,1.0
Kameron Necole Simmonds,2,193,2,0,96.5,0.0
Peyton McNamara,2,193,2,0,96.5,0.0
Sjoeke Nüsken,5,502,1,1,100.4,0.2
Lady Patricia Andrade Rodríguez,1,53,0,1,53.0,1.0
Mónica Ramos Santana,0,0,1,0,0.0,0.0
Eun-Ha Jeoun,1,91,1,0,91.0,0.0
Hye-Ji Hong,1,83,0,1,83.0,1.0
Ga-Ram Chun,2,147,1,1,73.5,0.5
Jung-Mi Kim,2,191,0,0,95.5,0.0
Nouhaila Benzina,3,284,0,0,94.66666666666667,0.0
Olivia Smith,1,98,1,0,98.0,0.0
Charlotte Layne Grant,1,97,1,0,97.0,0.0
Rocío Gálvez Luna,1,91,0,0,91.0,0.0
Hana Takahashi,3,278,0,1,92.66666666666667,0.3333333333333333
Emilie Vanessa Valenciano Rojas,1,98,1,0,98.0,0.0
Hellen Nga''ndwe Chanda,1,97,0,1,97.0,1.0
Hellen Mubanga,1,99,1,0,99.0,0.0
Gift Nyakno Monday,1,96,1,0,96.0,0.0
Diane Caldwell,1,95,1,0,95.0,0.0
Luna Nørgaard Gewitz,1,93,1,0,93.0,0.0
Lynn Raenie Williams,11,936,1,4,85.0909090909091,0.36363636363636365
Wieke Hendrikje Maria Kaptein,4,376,2,0,94.0,0.0
Thị Hằng Khổng,1,95,1,0,95.0,0.0
Caitlin Dijkstra,5,491,5,0,98.2,0.0
Linlin Wang,0,0,1,0,0.0,0.0
Erika Janeth Hernández Díaz,1,101,1,0,101.0,0.0
Laurina Fazer,1,101,1,0,101.0,0.0
Rebeca Margoth Espinosa Justavino,1,101,1,0,101.0,0.0
Elisa De Almeida,6,600,0,3,100.0,0.5
Gabriela Patricia Chávez,1,92,1,0,92.0,0.0
Camila Gómez Ares,1,70,0,1,70.0,1.0
Anna Sandberg,1,93,0,0,93.0,0.0
Stina Olivia Lennartsson,1,94,0,0,94.0,0.0
Jennifer Miley Falk,5,508,0,0,101.6,0.0
Robyn Kimberly Moodaly,1,52,0,1,52.0,1.0
Wendy Shongwe,2,193,2,0,96.5,0.0
Benedetta Orsi,1,99,0,1,99.0,1.0
Benedetta Glionna,1,103,1,0,103.0,0.0
Ivonne Chacón,2,196,2,0,98.0,0.0
Nicolas Seiwald,6,514,0,2,85.66666666666667,0.3333333333333333
Florian Wirtz,37,3207,8,20,86.67567567567568,0.5405405405405406
Robert Andrich,33,2896,11,6,87.75757575757575,0.18181818181818182
Jeremie Frimpong,34,2803,6,21,82.44117647058823,0.6176470588235294
Arthur Augusto de Matos Soares,4,338,2,1,84.5,0.25
Fabio Carvalho,1,95,1,0,95.0,0.0
Victor Okoh Boniface,23,1932,5,14,84.0,0.6086956521739131
Mohamed Simakan,2,169,0,1,84.5,0.5
Odilon Kossonou,25,2198,1,4,87.92,0.16
Edmond Fayçal Tapsoba,31,2837,5,3,91.51612903225806,0.0967741935483871
Janis Blaswich,2,189,0,0,94.5,0.0
Alejandro Grimaldo García,35,3211,3,5,91.74285714285715,0.14285714285714285
Florian Neuhaus,2,144,0,2,72.0,1.0
Rocco Reitz,2,184,2,0,92.0,0.0
Nathan Ngoumou Minpole,2,160,1,1,80.0,0.5
Robin Hack,2,153,1,1,76.5,0.5
Tomáš Čvančara,1,78,0,1,78.0,1.0
Grant-Leon Ranos,1,91,1,0,91.0,0.0
Yvandro Borges Sanches,1,91,1,0,91.0,0.0
Lukas Ullrich,1,92,1,0,92.0,0.0
Gustavo Adolfo Puerta Molano,7,645,7,0,92.14285714285714,0.0
Maximilian Wöber,4,337,1,1,84.25,0.25
Joseph Scally,5,446,0,1,89.2,0.2
Fabian Nürnberger,1,25,0,1,25.0,1.0
Emir Karic,2,186,1,0,93.0,0.0
Thomas Poppler Isherwood,1,58,0,1,58.0,1.0
Filip Stojilković,1,92,1,0,92.0,0.0
Oscar Vilhelmsson,2,124,0,2,62.0,1.0
Tim Skarke,2,186,1,0,93.0,0.0
Christoph Zimmermann,2,160,0,1,80.0,0.5
Matej Maglica,2,174,1,1,87.0,0.5
Marvin Mehlem,2,161,1,1,80.5,0.5
Nathan Tella,24,2074,16,7,86.41666666666667,0.2916666666666667
Noah Mbamba,3,277,3,0,92.33333333333333,0.0
Christoph Klarer,2,186,1,0,93.0,0.0
Luca Pfeiffer,2,185,0,0,92.5,0.0
Bartol Franjić,2,173,0,1,86.5,0.5
Matthias Bader,2,186,0,0,93.0,0.0
Marcel Schuhen,2,185,0,0,92.5,0.0
Mathys Tel,2,190,2,0,95.0,0.0
Amine Adli,27,2314,18,8,85.70370370370371,0.2962962962962963
Nikola Dovedan,2,152,1,1,76.0,0.5
Adrian Beck,2,140,1,1,70.0,0.5
Norman Theuerkauf,1,69,0,1,69.0,1.0
Florian Pick,2,189,2,0,94.5,0.0
Tim Kleindienst,2,174,0,1,87.0,0.5
Marvin Pieringer,2,189,2,0,94.5,0.0
Jan-Niklas Beste,2,156,0,2,78.0,1.0
Denis Thomalla,1,95,1,0,95.0,0.0
Eren Sami Dinkçi,2,156,0,2,78.0,1.0
Kevin Sessa,2,189,2,0,94.5,0.0
Lennard Maloney,2,189,0,0,94.5,0.0
Jonas Föhrenbach,2,189,0,0,94.5,0.0
Tim Siersleben,1,95,0,0,95.0,0.0
Kevin Müller,2,186,0,0,93.0,0.0
Omar Haktab Traorè,2,187,0,0,93.5,0.0
Patrick Mainka,2,189,0,0,94.5,0.0
Aymen Barkok,1,93,1,0,93.0,0.0
Anwar El Ghazi,1,92,1,0,92.0,0.0
Tom Krauß,2,187,2,0,93.5,0.0
Brajan Gruda,2,137,0,2,68.5,1.0
Marco Richter,1,93,1,0,93.0,0.0
Leandro Barreiro Martins,2,186,0,0,93.0,0.0
Robin Zentner,2,179,0,0,89.5,0.0
Sepp van den Berg,2,186,0,0,93.0,0.0
Faride Alidou,2,142,0,2,71.0,1.0
Max Finkgräfe,2,183,1,0,91.5,0.0
Denis Huseinbašić,2,166,1,1,83.0,0.5
Mathias Flaga Olesen,1,89,1,0,89.0,0.0
Eric Martel,2,156,0,2,78.0,1.0
Steffen Tigges,2,182,2,0,91.0,0.0
Rasmus Carstensen,2,182,0,1,91.0,0.5
Luca Jannis Kilian,1,93,1,0,93.0,0.0
Davie Selke,1,90,0,1,90.0,1.0
Damion Lamar Downs,0,0,1,0,0.0,0.0
Dejan Ljubicic,2,180,0,0,90.0,0.0
Timo Hübers,2,182,0,0,91.0,0.0
Marvin Schwäbe,2,184,0,0,92.0,0.0
Julian Chabot,2,184,0,0,92.0,0.0
Florian Kainz,1,91,0,0,91.0,0.0
Leart Paqarada,2,182,1,0,91.0,0.0
Tiago Barreiros de Melo Tomás,2,106,0,2,53.0,1.0
Mattias Svanberg,1,70,0,1,70.0,1.0
Kevin Paredes,2,181,1,0,90.5,0.0
Sebastiaan Bornauw,2,165,1,1,82.5,0.5
Ridle Bote Baku,2,182,0,0,91.0,0.0
Maxence Lacroix,2,182,0,0,91.0,0.0
Pavao Pervan,1,93,0,0,93.0,0.0
Manuel Gulde,2,188,1,0,94.0,0.0
Vincenzo Grifo,2,140,0,2,70.0,1.0
Noah Weißhaupt,1,94,1,0,94.0,0.0
Merlin Röhl,2,155,0,2,77.5,1.0
Junior Chukwubuike Adamu,1,92,1,0,92.0,0.0
Kiliann Sildillia,2,186,0,0,93.0,0.0
Lukas Kübler,1,95,0,0,95.0,0.0
Nicolas Höfler,2,187,0,0,93.5,0.0
Lucas Höler,2,168,0,1,84.0,0.5
Noah Atubolu,2,186,0,0,93.0,0.0
Ihlas Bebou,2,190,2,0,95.0,0.0
Finn Ole Becker,1,77,0,1,77.0,1.0
Maximilian Beier,3,249,1,2,83.0,0.6666666666666666
Mërgim Berisha,1,93,1,0,93.0,0.0
Kevin Akpoguma,1,87,0,1,87.0,1.0
Bambasé Conté,1,94,1,0,94.0,0.0
Marius Bülter,2,187,1,0,93.5,0.0
Grischa Prömel,2,188,1,0,94.0,0.0
Ozan Muhammed Kabak,2,188,0,0,94.0,0.0
Anton Stach,2,188,0,0,94.0,0.0
Sheraldo Becker,1,63,0,1,63.0,1.0
David Datro Fofana,1,77,0,1,77.0,1.0
Kevin Behrens,2,179,2,0,89.5,0.0
Janik Haberer,1,91,0,0,91.0,0.0
Paul Jaeckel,1,91,0,0,91.0,0.0
Diogo Filipe Monteiro Pinto Leite,2,185,0,0,92.5,0.0
Frederik Rønnow,2,183,0,0,91.5,0.0
Olivier Deman,2,144,1,1,72.0,0.5
Felix Agu,2,160,1,1,80.0,0.5
Rafael Santos Borré Amaury,5,443,3,2,88.6,0.4
Nick Woltemade,2,160,1,1,80.0,0.5
Justin Gideon Njinmah,1,91,1,0,91.0,0.0
Anthony Jung,1,82,0,1,82.0,1.0
Romano Schmid,6,498,2,3,83.0,0.5
Senne Lynen,2,177,1,0,88.5,0.0
Jens Stage,1,91,0,0,91.0,0.0
Marvin Ducksch,2,181,0,0,90.5,0.0
Marco Friedl,1,92,0,0,92.0,0.0
Antonios Papadopoulos,1,93,1,0,93.0,0.0
Jamie Jermaine Bynoe-Gittens,2,146,0,2,73.0,1.0
Karim-David Adeyemi,1,93,1,0,93.0,0.0
Julian Ryerson,2,187,0,0,93.5,0.0
Enzo Millot,2,138,0,2,69.0,1.0
Silas Katompa Mvumpa,9,815,7,2,90.55555555555556,0.2222222222222222
Leonidas Stergiou,5,454,4,1,90.8,0.2
Chris Führich,3,247,1,2,82.33333333333333,0.6666666666666666
Jamie Leweling,2,179,1,1,89.5,0.5
Deniz Undav,4,361,1,2,90.25,0.5
Josha Mamadou Karaboue Vagnoman,1,84,0,1,84.0,1.0
Dan-Axel Zagadou,1,94,0,0,94.0,0.0
Atakan Karazor,2,187,0,0,93.5,0.0
Angelo Stiller,1,94,0,0,94.0,0.0
Robin Koch,2,157,0,1,78.5,0.5
Hrvoje Smolčić,1,95,1,0,95.0,0.0
Jens Petter Hauge,1,93,1,0,93.0,0.0
Hugo Larsson,2,166,1,1,83.0,0.5
Elias Niklas Baum,1,95,1,0,95.0,0.0
Jessic Ngankam,2,169,2,0,84.5,0.0
Niels Nkounkou,2,162,0,1,81.0,0.5
Ansgar Knauff,2,185,1,0,92.5,0.0
Aurélio Gabriel Ulineia Buta,2,189,1,0,94.5,0.0
Willian Joel Pacho Tenorio,6,555,0,0,92.5,0.0
Lucas Silva Melo,2,189,0,0,94.5,0.0
Gonçalo Mendes Paciencia,1,62,0,1,62.0,1.0
Philipp Förster,1,93,1,0,93.0,0.0
Christopher Antwi-Adjej,1,62,0,1,62.0,1.0
Moritz Broschinski,1,92,1,0,92.0,0.0
Erhan Mašović,2,157,1,1,78.5,0.5
Noah Loosli,1,89,1,0,89.0,0.0
Anthony Losilla,2,146,0,2,73.0,1.0
Tim Oermann,2,180,2,0,90.0,0.0
Manuel Riemann,2,186,0,0,93.0,0.0
Keven Schlotterbeck,2,184,0,0,92.0,0.0
Patrick Osterhage,2,179,0,0,89.5,0.0
Matúš Bero,4,392,3,0,98.0,0.0
Bernardo Fernandes da Silva Junior,2,138,0,1,69.0,0.5
Arne Maier,2,185,1,1,92.5,0.5
Arne Engels,2,186,2,0,93.0,0.0
Ermedin Demirović,3,262,1,2,87.33333333333333,0.6666666666666666
Dion Drena Beljo,2,186,2,0,93.0,0.0
Phillip Tietz,2,152,0,2,76.0,1.0
Sven Michel,2,188,2,0,94.0,0.0
Elvis Rexhbeçaj,1,87,0,1,87.0,1.0
Robert Gumny,1,91,1,0,91.0,0.0
Niklas Dorsch,2,182,0,0,91.0,0.0
Felix Uduokhai,2,184,0,0,92.0,0.0
Iago Amaral Borduchi,2,180,0,0,90.0,0.0
Finn Dahmen,1,95,0,0,95.0,0.0
Benjamin Šeško,5,430,0,4,86.0,0.8
Shio Fukuda,1,94,1,0,94.0,0.0
Kouadio Emmanuel Koné,1,78,0,1,78.0,1.0
Luca Netz,1,92,0,0,92.0,0.0
Moritz Nicolas,1,94,0,0,94.0,0.0
Matěj Kovář,2,186,1,0,93.0,0.0
Gerrit Holtmann,1,64,0,1,64.0,1.0
Sebastian Polter,1,94,1,0,94.0,0.0
Fabio Torsiello,1,93,1,0,93.0,0.0
Andreas Müller,1,93,1,0,93.0,0.0
Aleksandar Pavlović,1,59,0,1,59.0,1.0
Sacha Boey,1,80,0,1,80.0,1.0
Jan Schöppner,1,62,0,1,62.0,1.0
Marnon Busch,1,94,1,0,94.0,0.0
Benedikt Gimber,1,81,0,1,81.0,1.0
Philipp Mwene,4,288,0,3,72.0,0.75
Sargis Adamyan,1,64,0,1,64.0,1.0
Justin Diehl,1,68,1,1,68.0,1.0
Linton Maina,1,82,0,1,82.0,1.0
Benno Schmitz,1,92,1,0,92.0,0.0
Jan Thielmann,1,11,0,0,11.0,0.0
Aster Vranckx,1,88,1,0,88.0,0.0
Cédric Zesiger,1,87,0,1,87.0,1.0
Patrick Wimmer,4,341,3,1,85.25,0.25
Florent Muslija,1,93,1,0,93.0,0.0
Yannik Keitel,1,92,1,0,92.0,0.0
Maximilian Philipp,1,89,1,0,89.0,0.0
Christian Günter,1,93,0,0,93.0,0.0
Umut Tohumcu,1,72,0,1,72.0,1.0
Dennis Geiger,1,93,1,0,93.0,0.0
Tim Drexler,1,95,0,0,95.0,0.0
David Jurásek,3,255,0,2,85.0,0.6666666666666666
Yorbe Vertessen,1,47,0,1,47.0,1.0
Mikkel Kaufmann,1,94,1,0,94.0,0.0
Rani Khedira,1,61,0,1,61.0,1.0
Benedict Hollerbach,1,96,1,0,96.0,0.0
Danilho Doekhi,1,94,0,0,94.0,0.0
Lucas Tousart,2,153,0,1,76.5,0.5
Dawid Kownacki,3,237,2,1,79.0,0.3333333333333333
Isak Hansen-Aarøen,1,88,1,0,88.0,0.0
Christian Groß,1,86,0,0,86.0,0.0
Julián Malatini,1,87,0,0,87.0,0.0
Ian Maatsen,1,45,0,1,45.0,1.0
Felix Kalu Nmecha,1,98,1,0,98.0,0.0
Julien Duranville,1,96,1,0,96.0,0.0
Salih Özcan,5,406,3,2,81.2,0.4
Pascal Stenzel,1,95,1,0,95.0,0.0
Ignacio Ferri Julià,1,94,1,0,94.0,0.0
Omar Marmoush,5,489,2,2,97.8,0.4
Philipp Hofmann,1,60,0,1,60.0,1.0
Lukas Daschner,1,93,1,0,93.0,0.0
Kevin Stöger,1,93,0,0,93.0,0.0
Maximilian Wittek,1,93,0,0,93.0,0.0
Ivan Ordets,1,92,0,0,92.0,0.0
Tim Breithaupt,1,40,0,1,40.0,1.0
Mert Kömür,1,73,0,1,73.0,1.0
Pep Biel Mas Jaume,1,93,1,0,93.0,0.0
Mahmut Kücüksahin,1,93,1,0,93.0,0.0
Tomáš Koubek,1,89,0,0,89.0,0.0
Mads Pedersen,1,93,0,0,93.0,0.0
Renaud Cohade,18,1435,5,9,79.72222222222223,0.5
Hélder Wander Sousa Azevedo Costa,25,2055,10,12,82.2,0.48
Diego Gómez,1,94,1,0,94.0,0.0
Karim Azamoum,13,1066,4,6,82.0,0.46153846153846156
Stéphan Raheriharimanana,4,333,3,1,83.25,0.25
Hervin Scicchitano Ongenda,5,418,1,2,83.6,0.4
Hugo Rodriguez,3,231,1,2,77.0,0.6666666666666666
Nolan Mbemba,1,65,0,1,65.0,1.0
Alexis Araujo,1,92,1,0,92.0,0.0
Abdoulaye Touré,6,559,3,0,93.16666666666667,0.0
Clément Grenier,18,1559,8,6,86.61111111111111,0.3333333333333333
Johan Martial,8,663,1,2,82.875,0.25
Issa Diop,21,1914,0,0,91.14285714285714,0.0
Valentin Lavigne,6,518,5,1,86.33333333333333,0.16666666666666666
Hicham M''Laab,2,178,2,0,89.0,0.0
Jean-Victor Makengo,10,806,5,3,80.6,0.3
Ronaël Pierre-Gabriel,5,403,1,2,80.6,0.4
Bakary Koné,6,547,2,0,91.16666666666667,0.0
Mathieu Gorgelin,1,93,0,0,93.0,0.0
Ilias Hassani,1,91,1,0,91.0,0.0
Paul Guerin,2,180,1,0,90.0,0.0
Julien Romain,5,412,4,1,82.4,0.2
Jérémy Livolant,1,95,1,0,95.0,0.0
Nicolas Janvier,3,278,3,0,92.66666666666667,0.0
Jamel Saihi,13,1011,5,5,77.76923076923077,0.38461538461538464
Eddy Maanane,1,93,1,0,93.0,0.0
Thomas Henry,2,186,2,0,93.0,0.0
Valentín Vada,15,1302,6,5,86.8,0.3333333333333333
Jean Ambrose,1,93,1,0,93.0,0.0
Hassane Kamara,2,184,2,0,92.0,0.0
Yoann Gourcuff,12,864,4,8,72.0,0.6666666666666666
Hamadou Karamoko,3,267,0,0,89.0,0.0
Mohamed Lamine Yattara,19,1558,10,8,82.0,0.42105263157894735
Aloïs Confais,14,1279,2,0,91.35714285714286,0.0
Antoine Rabillard,3,245,2,1,81.66666666666667,0.3333333333333333
Jérémie Porsan-Clemente,0,0,1,0,0.0,0.0
Antony Ranieri,2,182,2,0,91.0,0.0
Alexander Toft Søderlund,13,1123,4,4,86.38461538461539,0.3076923076923077
Guillaume Gillet,19,1749,0,0,92.05263157894737,0.0
Gautier Lloris,2,155,1,1,77.5,0.5
Joris Gnagnon,7,610,5,1,87.14285714285714,0.14285714285714285
Anthony Ribelin,1,57,0,1,57.0,1.0
Morgan Amalfitano,15,1317,5,4,87.8,0.26666666666666666
Dorian Caddy,7,565,4,3,80.71428571428571,0.42857142857142855
Rémi Walter,12,1004,6,3,83.66666666666667,0.25
Franck Tabanou,10,851,3,1,85.1,0.1
Yohann Pelé,2,177,0,0,88.5,0.0
Vágner Silva de Souza,12,990,3,7,82.5,0.5833333333333334
Mohamed Ilyes Salah Chaïbi,1,92,1,0,92.0,0.0
Abdoulaye Keita,4,371,4,0,92.75,0.0
Grégory Bourillon,8,676,2,3,84.5,0.375
Christian Kouakou Yao,6,548,6,0,91.33333333333333,0.0
Malcom Filipe Silva de Oliveira,11,975,7,2,88.63636363636364,0.18181818181818182
Oussama Tannane,10,772,2,7,77.2,0.7
Sébastien Antoine Luc Salles Lamonge,3,232,2,1,77.33333333333333,0.3333333333333333
Aly Ndom,8,665,4,3,83.125,0.375
Johann Carrasso,10,916,0,0,91.6,0.0
Mohamed Amine Chermiti,8,592,5,4,74.0,0.5
Deniz Hümmet,6,471,4,2,78.5,0.3333333333333333
Ole Kristian Selnæs,3,263,1,1,87.66666666666667,0.3333333333333333
Zakarie Labidi,3,277,3,0,92.33333333333333,0.0
Olivier Michel Kemen,5,460,2,1,92.0,0.2
Carlos Eduardo de Castro Lourenço,7,632,0,1,90.28571428571429,0.14285714285714285
Christopher Nkunku,5,413,1,2,82.6,0.4
François Pantxi Sirieix,5,464,5,0,92.8,0.0
Kermit Romeo Erasmus,2,186,2,0,93.0,0.0
Vassiriki Abou Diaby,3,209,1,2,69.66666666666667,0.6666666666666666
Jemerson de Jesus Nascimento,4,366,1,0,91.5,0.0
Kevin Rimane,1,92,1,0,92.0,0.0
Yakou Meïté,0,0,1,0,0.0,0.0
Thimotee Taufflieb,1,91,1,0,91.0,0.0
Samuel Grandsir,1,89,1,0,89.0,0.0
Franck Béria,2,155,1,1,77.5,0.5
Sébastien Wüthrich,1,93,1,0,93.0,0.0
Anthony Walongwa,1,90,0,0,90.0,0.0
Mahamadou Bamba N''Diaye,1,95,1,0,95.0,0.0
Issam Ben Khémis,1,91,1,0,91.0,0.0
Erwin Koffi,1,92,0,0,92.0,0.0
Nicolas Douchez,1,92,0,0,92.0,0.0
Robin Maulun,1,93,1,0,93.0,0.0
María Pérez,1,93,1,0,93.0,0.0
Catalina Thomas Coll Lluch,7,745,0,0,106.42857142857143,0.0
Laia Codina Panedas,4,333,0,2,83.25,0.5
Sara Iren Lindbak Hørte,1,94,1,0,94.0,0.0
Emma Snerle,3,248,1,2,82.66666666666667,0.6666666666666666
Jill Bayings,1,94,1,0,94.0,0.0
Kristie Mewis,1,122,1,0,122.0,0.0
Kalyssa van Zanten,1,48,0,1,48.0,1.0
Ana María Guzmán Zapata,2,191,1,0,95.5,0.0
Naomie Feller,1,93,1,0,93.0,0.0
Maika Hamano,1,99,1,0,99.0,0.0
Natalia Giraldo Alzáte,1,91,1,0,91.0,0.0
Solène Durand,1,139,1,0,139.0,0.0
Courtney Jade Nevin,1,96,1,0,96.0,0.0
Wilfried Stephane Singo,7,666,4,1,95.14285714285714,0.14285714285714285
Karim Konaté,3,283,3,0,94.33333333333333,0.0
Carlos Manuel Cardoso Mané,2,163,1,1,81.5,0.5
Franculino Gluda Djú,3,261,2,1,87.0,0.3333333333333333
Carlos Mendes Gomes,3,237,2,1,79.0,0.3333333333333333
Mauro Daniel Rodrigues Teixeira,2,151,0,2,75.5,1.0
José Correia,3,283,3,0,94.33333333333333,0.0
Ousmane Diomande,2,174,0,1,87.0,0.5
Willy Boly,4,384,2,1,96.0,0.25
Euciodálcio Gomes,3,278,2,1,92.66666666666667,0.3333333333333333
Ibrahim Sangaré,6,543,2,2,90.5,0.3333333333333333
Opa Sangante,2,188,0,0,94.0,0.0
Jefferson Anilson Silva Encada,2,188,0,0,94.0,0.0
Janio Bikel Figueiredo Silva,3,284,0,0,94.66666666666667,0.0
Alfa Semedo Esteves,3,270,1,1,90.0,0.3333333333333333
Obite Evan Ndicka,7,712,0,0,101.71428571428571,0.0
Franck Yannick Kessié,7,721,1,0,103.0,0.0
Ghislain Konan,7,662,0,2,94.57142857142857,0.2857142857142857
Ouparine Djoco,2,188,0,0,94.0,0.0
Marcelo Amado Djaló Taritolay,2,186,0,0,93.0,0.0
Yahia Fofana,7,707,0,0,101.0,0.0
Gildo Lourenço Vilanculos,3,238,2,1,79.33333333333333,0.3333333333333333
Clésio Bauque,1,100,1,0,100.0,0.0
Elias Gaspar Pelembe,3,236,2,1,78.66666666666667,0.3333333333333333
Bruno Alberto Langa,3,272,1,1,90.66666666666667,0.3333333333333333
Mahmoud Ibrahim Hassan,7,585,2,4,83.57142857142857,0.5714285714285714
Mohamed Hany Gamal Eldemerdash,3,290,0,1,96.66666666666667,0.3333333333333333
Omar Kamal Abdel Wahed,3,321,2,0,107.0,0.0
Stanley Ratifo,3,204,1,2,68.0,0.6666666666666666
Pachoio Lau Há King,3,282,2,1,94.0,0.3333333333333333
Emam Ashour Metwally Abdelghany,3,298,1,0,99.33333333333333,0.0
Witiness Chimoio João Quembo,3,188,0,3,62.666666666666664,1.0
Amade Momade,1,99,1,0,99.0,0.0
Ahmed Sayed,3,245,0,3,81.66666666666667,1.0
Ahmed Hassan Mahgoub,1,100,1,0,100.0,0.0
Ricardo Martins Guimarães,3,269,0,2,89.66666666666667,0.6666666666666666
Feliciano João Jone,2,172,1,1,86.0,0.5
Hamdi Fathi,4,339,0,2,84.75,0.5
Alfons Amade,3,237,0,2,79.0,0.6666666666666666
Ahmed Elsayed Ali Elsayed Hegazy,7,700,0,0,100.0,0.0
Mohamed Abdel Monem,4,422,0,0,105.5,0.0
Mohamed Hamdy Sharaf,4,378,2,0,94.5,0.0
Domingos João Macandza,2,178,0,1,89.0,0.5
Ernan Alberto Siluane,2,189,0,0,94.5,0.0
Edmilson Gabriel Dove,2,193,0,0,96.5,0.0
Mohamed El Sayed Mohamed El Shenawy Gomaa,5,481,0,1,96.2,0.2
Alhassan Yusuf,4,376,3,1,94.0,0.25
Joe Aribo,5,467,4,1,93.4,0.2
Pablo Ganet Cómitre,4,326,0,3,81.5,0.75
Alejandro Balboa Bandeira,2,189,2,0,94.5,0.0
Jannick Buyla Sam,4,348,2,2,87.0,0.5
José Nabil Onva Adjugu,1,94,1,0,94.0,0.0
Temitayo Olufisayo Olaoluwa Aina,7,680,0,2,97.14285714285714,0.2857142857142857
Bright Osayi-Samuel,4,387,3,2,96.75,0.5
Zaidu Sanusi,6,516,1,4,86.0,0.6666666666666666
Calvin Bassey Ughelumba,7,698,1,0,99.71428571428571,0.0
José Ndong Machín Dicombo,4,361,0,2,90.25,0.5
Santiago Eneme Bocari,3,288,3,0,96.0,0.0
Ibán Salvador Edu,4,340,0,3,85.0,0.75
Luis Miguel Nlavo Asue,4,386,4,0,96.5,0.0
Paul Onuachu,4,389,4,0,97.25,0.0
Oluwasemilogo Adesewo Ibidapo Ajayi,7,691,0,0,98.71428571428571,0.0
William Troost-Ekong,9,878,0,0,97.55555555555556,0.0
Victor James Osimhen,7,670,0,4,95.71428571428571,0.5714285714285714
Frank Onyeka,7,626,0,4,89.42857142857143,0.5714285714285714
Esteban Obiang Obono,4,377,0,0,94.25,0.0
Federico Bikoro Akieme Nchama,4,342,0,0,85.5,0.0
Jesús Lázaro Owono Ngua Akeng,4,385,0,0,96.25,0.0
Stanley Bobo Nwabali,7,687,0,1,98.14285714285714,0.14285714285714285
Basilio Ndong Owono Nchamaaa,4,383,0,0,95.75,0.0
Ademola Lookman,7,641,1,4,91.57142857142857,0.5714285714285714
Carlos Akapo Martínez,4,366,0,1,91.5,0.25
Saúl Basilio Coco-Bassey Oubiña,4,385,0,0,96.25,0.0
Ransford Königsdörffer,1,61,0,1,61.0,1.0
Joseph Paintsil,3,205,1,2,68.33333333333333,0.6666666666666666
Ernest Appiah Nuamah,1,97,1,0,97.0,0.0
Deroy Duarte,3,216,0,3,72.0,1.0
Kenny Rocha Santos,5,505,3,1,101.0,0.2
Willy Afonso Semedo Johnson,5,512,4,0,102.4,0.0
Jovane Eduardo Borges Cabral,4,327,0,4,81.75,1.0
Gilson Benchimol Tavares,5,473,4,1,94.6,0.2
Jamiro Gregory Monteiro Alvarenga,5,445,1,3,89.0,0.6
Laros Duarte,2,220,2,0,110.0,0.0
Majeed Ashimeru,3,183,0,3,61.0,1.0
Roberto Lopes,4,410,0,0,102.5,0.0
Kevin Lenini Gonçalves Pereira de Pina,5,428,0,2,85.6,0.4
Josimar José Évora Dias,5,519,0,0,103.8,0.0
Richard Ofori Antwi,3,286,0,0,95.33333333333333,0.0
João Paulo Moreira Fernandes,5,508,1,0,101.6,0.0
Ali Sowe,3,233,1,2,77.66666666666667,0.6666666666666666
Muhammed Badamosi,2,187,2,0,93.5,0.0
Alasana Manneh,2,164,0,1,82.0,0.5
Hamza Barry,2,192,2,0,96.0,0.0
Ibou Touray,1,74,0,1,74.0,1.0
Alieu Fadera,3,254,2,1,84.66666666666667,0.3333333333333333
Moussa Niakhate,2,204,0,1,102.0,0.5
Abdoulaye Seck,2,186,1,0,93.0,0.0
Yankuba Minteh,3,277,1,1,92.33333333333333,0.3333333333333333
Abdulia Sanyang,1,95,1,0,95.0,0.0
Ebrima Darboe,2,143,0,2,71.5,1.0
Assan Ceesay,2,192,2,0,96.0,0.0
Lamine Camara,3,269,0,2,89.66666666666667,0.6666666666666666
Musa Barrow,3,289,0,0,96.33333333333333,0.0
Ebou Adams,1,48,0,0,48.0,0.0
Omar Colley,3,258,0,1,86.0,0.3333333333333333
Baboucarr Gaye,3,281,0,0,93.66666666666667,0.0
James Gomez,3,290,0,0,96.66666666666667,0.0
Morgan Guilavogui,5,342,1,4,68.4,0.8
Facinet Conte,4,363,3,1,90.75,0.25
