player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate,goal_contribution,goal_contribution_per_match,shot_conversion_rate,attack_volume,defensive_actions,defensive_actions_per_match,discipline_score,discipline_per_match,availability_score,substitution_impact,actions_total,actions_per_match,injury_proxy_score,attack_index,defense_index,impact_score,availability_ratio,minutes_variability,absence_rate,fatigue_index,injury_risk_score,sentiment_compound,positive_ratio,negative_ratio,neutral_ratio,hype_score
Claudio Andrés Bravo Muñoz,0.0,0.0,0.0,2365.0,1877.0,0.0,0.0,2.0,1.0,0.0,0.0,0.7936575052854122,82,7383,0,1,90.03658536585365,0.0121951219512195,0.0,0.0,0.0,2365.0,2.0,0.024390243902439,1.0,0.0121951219512195,90.03658536585365,0.0,2367.0,28.865853658536587,0.0,28.865853658536587,0.0365853658536585,118.9390243902439,1.0004065040650407,0.0,0.855379188712522,0.7504951219512196,0.0554020895095333,-0.15238000000000002,0.0,0.3,0.7,-0.45238
Claudio Ariel Yacob,0.0,1.0,9.0,1118.0,870.0,0.0,60.0,92.0,1.0,0.0,69.0,0.778175313059034,34,2932,1,8,86.23529411764706,0.2352941176470588,1.0,0.0294117647058823,0.0,1127.0,152.0,4.470588235294118,35.5,1.0441176470588236,86.23529411764706,0.0294117647058823,1279.0,37.61764705882353,0.041830065359477,37.6764705882353,7.897058823529412,131.7669934640523,0.9581699346405228,0.0,0.9400352733686068,2.528494117647059,0.293206241674886,0.029799999999999993,0.3,0.2,0.5,0.42979999999999996
Claudio Beauvue,6.0,2.0,81.0,485.0,329.0,0.0,6.0,15.0,0.0,0.0,33.0,0.6783505154639176,31,2569,10,10,82.87096774193549,0.3225806451612903,8.0,0.2580645161290322,0.074074074074074,566.0,21.0,0.6774193548387096,16.5,0.532258064516129,82.87096774193549,0.3225806451612903,587.0,18.93548387096774,0.0792114695340502,19.673835125448026,0.8225806451612903,103.28817204301076,0.9207885304659498,0.0,0.945326278659612,0.5956096774193549,0.1368853966427962,-0.25205999999999995,0.1,0.6,0.3,-0.6520599999999999
Claudio Garella,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,1,91,0,0,91.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,91.0,0.0,26.0,26.0,0.0,26.0,0.0,117.0,1.011111111111111,0.0,0.998236331569665,0.0091,7.120354562011125e-06,-0.03811000000000001,0.2,0.4,0.4,-0.03811000000000001
Claudio Marchisio,0.0,2.0,26.0,1509.0,1318.0,0.0,36.0,27.0,0.0,0.0,35.0,0.873426110006627,23,1972,0,3,85.73913043478261,0.1304347826086956,2.0,0.0869565217391304,0.0,1535.0,63.0,2.739130434782609,17.5,0.7608695652173914,85.73913043478261,0.0,1598.0,69.47826086956522,0.0473429951690821,69.65217391304348,4.717391304347826,160.06135265700485,0.952657004830918,0.0,0.9594356261022928,1.5667652173913045,0.1904118337403401,-0.07963,0.3,0.4,0.3,0.12036999999999995
Claudio Matías Kranevitter,0.0,0.0,1.0,161.0,126.0,0.0,7.0,15.0,0.0,0.0,14.0,0.782608695652174,9,788,6,1,87.55555555555556,0.1111111111111111,0.0,0.0,0.0,162.0,22.0,2.4444444444444446,7.0,0.7777777777777778,87.55555555555556,0.6666666666666666,184.0,20.444444444444443,0.0271604938271604,20.444444444444443,4.111111111111112,112.08395061728396,0.9728395061728397,0.0,0.9841269841269842,1.3010222222222223,0.1670679557848837,-0.09506999999999999,0.1,0.4,0.5,-0.29507
Claudio Miguel Pizarro Bossio,14.0,3.0,46.0,593.0,414.0,0.0,11.0,10.0,0.0,0.0,33.0,0.6981450252951096,28,2503,11,8,89.39285714285714,0.2857142857142857,17.0,0.6071428571428571,0.3043478260869565,639.0,21.0,0.75,16.5,0.5892857142857143,89.39285714285714,0.3928571428571428,660.0,23.571428571428573,0.0067460317460317,25.69875776397516,0.9107142857142856,115.99558316080056,0.9932539682539684,0.0,0.9506172839506172,0.6253,0.1274904005188138,-0.13160999999999998,0.3,0.5,0.2,-0.03161
Claudio Paul Caniggia,1.0,0.0,3.0,31.0,23.0,0.0,0.0,2.0,0.0,0.0,2.0,0.7419354838709677,2,182,1,0,91.0,0.0,1.0,0.5,0.3333333333333333,34.0,2.0,1.0,1.0,0.5,91.0,0.5,36.0,18.0,0.0,20.0,1.5,112.5,1.011111111111111,0.0,0.9964726631393298,0.5182,0.0718586182398167,0.014119999999999999,0.2,0.3,0.5,0.11412000000000003
Claudio Reyna,0.0,0.0,0.0,38.0,23.0,0.0,1.0,1.0,0.0,0.0,4.0,0.6052631578947368,1,75,0,1,75.0,1.0,0.0,0.0,0.0,38.0,2.0,2.0,2.0,2.0,75.0,0.0,40.0,40.0,0.1666666666666666,40.0,2.0,116.83333333333331,0.8333333333333334,0.0,0.998236331569665,1.0075,0.3796454379888321,-0.0020899999999999864,0.4,0.4,0.2,0.39791000000000004
Claudio Santos,0.0,0.0,1.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5555555555555556,1,120,1,0,120.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.5,0.5,120.0,1.0,28.0,28.0,0.0,28.0,-0.5,147.5,1.3333333333333333,0.0,0.998236331569665,0.012,0.0358153834469161,-0.18731000000000003,0.1,0.4,0.5,-0.38731000000000004
Claus Jensen,1.0,0.0,3.0,116.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7586206896551724,2,183,0,0,91.5,0.0,1.0,0.5,0.3333333333333333,119.0,1.0,0.5,0.0,0.0,91.5,0.0,120.0,60.0,0.0,62.0,1.0,154.5,1.0166666666666666,0.0,0.9964726631393298,0.2683,0.0184630793792949,0.09159000000000002,0.4,0.2,0.4,0.6915900000000001
Cleber Janderson Pereira Reis,1.0,0.0,14.0,758.0,587.0,0.0,25.0,101.0,1.0,0.0,23.0,0.7744063324538258,23,2110,8,1,91.7391304347826,0.0434782608695652,1.0,0.0434782608695652,0.0714285714285714,772.0,126.0,5.478260869565218,12.5,0.5434782608695652,91.7391304347826,0.3478260869565217,898.0,39.04347826086956,0.0,39.34472049689441,10.413043478260873,141.4968944099379,1.0193236714975846,1.4210854715202004e-14,0.9594356261022928,2.9501304347826087,0.2543081068917273,-0.14965,0.1,0.3,0.6,-0.24964999999999998
Cleiton Augusto Oliveira Silva,9.0,3.0,49.0,514.0,350.0,0.0,4.0,10.0,1.0,0.0,23.0,0.6809338521400778,19,1698,2,6,89.36842105263158,0.3157894736842105,12.0,0.631578947368421,0.1836734693877551,563.0,14.0,0.7368421052631579,12.5,0.6578947368421053,89.36842105263158,0.1052631578947368,577.0,30.36842105263158,0.0070175438596491,32.182599355531686,0.8157894736842104,122.35979233798784,0.9929824561403509,0.0,0.9664902998236332,0.5382210526315789,0.1304968616724971,-0.020329999999999997,0.2,0.2,0.6,0.17967000000000002
Clemens Fritz,1.0,2.0,25.0,1035.0,764.0,0.0,21.0,45.0,5.0,0.0,52.0,0.7381642512077294,29,2546,0,8,87.79310344827586,0.2758620689655172,3.0,0.1034482758620689,0.04,1060.0,66.0,2.2758620689655173,31.0,1.0689655172413792,87.79310344827586,0.0,1126.0,38.82758620689656,0.0245210727969348,39.154482758620695,3.482758620689656,130.40582375478928,0.9754789272030652,0.0,0.9488536155202822,1.3925310344827586,0.2174031395798467,0.03509,0.3,0.2,0.5,0.43509
Clemente Juan Rodríguez,0.0,0.0,1.0,42.0,27.0,0.0,4.0,1.0,0.0,0.0,5.0,0.6428571428571429,1,90,0,0,90.0,0.0,0.0,0.0,0.0,43.0,5.0,5.0,2.5,2.5,90.0,0.0,48.0,48.0,0.0,48.0,7.5,145.5,1.0,0.0,0.998236331569665,2.509,0.3560177281005584,-0.15922,0.1,0.4,0.5,-0.35922
Cletous Chama,0.0,1.0,1.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,2,187,2,0,93.5,0.0,1.0,0.5,0.0,20.0,0.0,0.0,0.0,0.0,93.5,1.0,20.0,10.0,0.0,11.0,0.0,104.5,1.038888888888889,0.0,0.9964726631393298,0.0187,0.000690674392515,-0.16776,0.1,0.4,0.5,-0.36776
Clinton Morrison,0.0,0.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6190476190476191,2,162,1,1,81.0,0.5,0.0,0.0,0.0,21.0,0.0,0.0,0.5,0.25,81.0,0.5,21.0,10.5,0.0999999999999999,10.5,-0.25,91.15,0.9,0.0,0.9964726631393298,0.0162,0.1037578066776267,-0.00826,0.3,0.2,0.5,0.39174
Clinton Mua N''Jie,0.0,1.0,7.0,72.0,46.0,0.0,1.0,0.0,0.0,0.0,4.0,0.6388888888888888,8,732,8,0,91.5,0.0,1.0,0.125,0.0,79.0,1.0,0.125,2.0,0.25,91.5,1.0,80.0,10.0,0.0,10.25,0.0,101.75,1.0166666666666666,0.0,0.9858906525573192,0.1357,0.026822375635096,0.013690000000000003,0.5,0.2,0.3,0.81369
Clodoaldo Tavares de Santana,1.0,0.0,10.0,356.0,321.0,0.0,5.0,11.0,0.0,0.0,8.0,0.901685393258427,6,516,0,1,86.0,0.1666666666666666,1.0,0.1666666666666666,0.1,366.0,16.0,2.6666666666666665,4.0,0.6666666666666666,86.0,0.0,382.0,63.66666666666666,0.0444444444444444,64.3,4.666666666666666,154.92222222222222,0.9555555555555556,0.0,0.9894179894179894,1.3849333333333331,0.175504081545465,-0.07397000000000001,0.3,0.3,0.4,0.22602999999999998
Cloé Zoé Eyja Lacasse,0.0,0.0,4.0,59.0,46.0,0.0,2.0,2.0,0.0,0.0,0.0,0.7796610169491526,3,290,3,0,96.66666666666669,0.0,0.0,0.0,0.0,63.0,4.0,1.3333333333333333,0.0,0.0,96.66666666666669,1.0,67.0,22.33333333333333,0.0,22.33333333333333,2.6666666666666665,121.66666666666669,1.0740740740740742,1.4210854715202004e-14,0.9947089947089948,0.6956666666666667,0.0488931013258115,-0.0583,0.2,0.5,0.3,-0.15829999999999997
Cláudio Ibrahim Vaz Leal,0.0,0.0,2.0,57.0,44.0,0.0,1.0,1.0,0.0,0.0,3.0,0.7719298245614035,1,91,0,0,91.0,0.0,0.0,0.0,0.0,59.0,2.0,2.0,1.5,1.5,91.0,0.0,61.0,61.0,0.0,61.0,2.5,154.5,1.011111111111111,0.0,0.998236331569665,1.0091,0.1780159844048412,0.03440999999999999,0.3,0.3,0.4,0.33441
Cléber Santana Loureiro,0.0,0.0,0.0,36.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9444444444444444,2,182,2,0,91.0,0.0,0.0,0.0,0.0,36.0,2.0,1.0,0.0,0.0,91.0,1.0,38.0,19.0,0.0,19.0,2.0,112.0,1.011111111111111,0.0,0.9964726631393298,0.5182,0.0362568454297608,-0.14264000000000002,0.2,0.5,0.3,-0.24264
Clément Chantôme,1.0,0.0,14.0,1529.0,1347.0,0.0,31.0,53.0,0.0,0.0,39.0,0.880967952910399,25,2190,0,3,87.6,0.12,1.0,0.04,0.0714285714285714,1543.0,84.0,3.36,19.5,0.78,87.6,0.0,1627.0,65.08,0.0266666666666666,65.37428571428572,5.94,158.88761904761904,0.9733333333333334,0.0,0.9559082892416226,1.899,0.2109998401875976,-0.11291999999999999,0.2,0.4,0.4,-0.11291999999999999
Clément Grenier,2.0,3.0,14.0,786.0,586.0,0.0,10.0,9.0,2.0,0.0,27.0,0.7455470737913485,18,1559,8,6,86.61111111111111,0.3333333333333333,5.0,0.2777777777777778,0.1428571428571428,800.0,19.0,1.0555555555555556,15.5,0.8611111111111112,86.61111111111111,0.4444444444444444,819.0,45.5,0.0376543209876543,46.48412698412699,1.25,134.30758377425045,0.9623456790123456,0.0,0.9682539682539684,0.6836777777777778,0.1621848869507459,-0.15091,0.2,0.4,0.4,-0.15091
Clément Lenglet,3.0,1.0,19.0,4122.0,3828.0,0.0,53.0,189.0,1.0,0.0,83.0,0.9286754002911208,59,5118,4,6,86.7457627118644,0.1016949152542373,4.0,0.0677966101694915,0.1578947368421052,4141.0,242.0,4.101694915254237,42.5,0.7203389830508474,86.7457627118644,0.0677966101694915,4383.0,74.28813559322033,0.0361581920903955,74.89741302408564,7.483050847457626,169.0900683913173,0.9638418079096044,0.0,0.8959435626102292,2.5626474576271185,0.252750702923816,-0.07696,0.1,0.3,0.6,-0.17695999999999998
Clément Maury,0.0,1.0,0.0,1271.0,753.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5924468922108576,33,3017,0,0,91.42424242424242,0.0,1.0,0.0303030303030303,0.0,1271.0,1.0,0.0303030303030303,1.0,0.0303030303030303,91.42424242424242,0.0,1272.0,38.54545454545455,0.0,38.60606060606061,0.0303030303030303,130.06060606060606,1.0158249158249155,0.0,0.941798941798942,0.3168515151515151,0.0240778026039208,-0.11308,0.1,0.4,0.5,-0.31308
Clément Vidal,0.0,0.0,0.0,25.0,22.0,0.0,1.0,7.0,0.0,0.0,1.0,0.88,1,89,0,0,89.0,0.0,0.0,0.0,0.0,25.0,8.0,8.0,0.5,0.5,89.0,0.0,33.0,33.0,0.011111111111111,33.0,15.5,137.48888888888888,0.9888888888888888,0.0,0.998236331569665,4.0089,0.3219911359497207,-0.10638999999999998,0.2,0.3,0.5,-0.006389999999999951
Clésio Bauque,1.0,0.0,1.0,11.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6363636363636364,1,100,1,0,100.0,0.0,1.0,1.0,1.0,12.0,2.0,2.0,0.0,0.0,100.0,1.0,14.0,14.0,0.0,19.0,4.0,123.0,1.1111111111111112,0.0,0.998236331569665,1.01,0.0712747491657318,-0.009000000000000003,0.1,0.1,0.8,0.091
Cody Mathès Gakpo,6.0,1.0,18.0,296.0,196.0,0.0,13.0,13.0,0.0,0.0,16.0,0.6621621621621622,12,1091,1,7,90.91666666666669,0.5833333333333334,7.0,0.5833333333333334,0.3333333333333333,314.0,26.0,2.1666666666666665,8.0,0.6666666666666666,90.91666666666669,0.0833333333333333,340.0,28.33333333333333,0.0,30.5,3.6666666666666665,125.08333333333334,1.010185185185185,1.4210854715202004e-14,0.9788359788359788,1.1924333333333332,0.2148044829752337,-0.07014999999999999,0.2,0.3,0.5,0.029850000000000043
Cole Palmer,2.0,1.0,4.0,78.0,59.0,0.0,0.0,1.0,0.0,0.0,2.0,0.7564102564102564,5,518,5,0,103.6,0.0,3.0,0.6,0.5,82.0,1.0,0.2,1.0,0.2,103.6,1.0,83.0,16.6,0.0,19.3,0.2,123.1,1.1511111111111112,0.0,0.9911816578483246,0.1518,0.0244085754385742,-0.15272999999999998,0.0,0.5,0.5,-0.65273
