player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label
Aleksandar Moreau,2022/23,4,Liverpool,Defender,2,28,105312811.0,18.4724,4,original,784,0.8607,Experienced,1,0,0,0,25,1500,60.0,2,8,3,50,523,482,92.3,3,113,61,0.5398,137,24,3,0.48,0.18,3.0,0.66,0.16,0.375,8.22,8.22,5.766,1,24,1,Back injury,24,0.9615,0.25,1,5,10316,3,0,2063.2,10316.0,601.3916,0.0532,0.1378,-0.0869,0.3952,0.5069,1,2,2,Negative
Rodrygo Zielinski,2022/23,4,PSG,Forward,4,28,17504401.0,16.678,2,original,784,0.8607,Experienced,0,1,0,0,25,2200,88.0,2,19,9,58,970,855,88.2,3,80,55,0.6875,143,27,30,0.7773,0.3682,2.3727,1.1455,0.3276,0.4737,4.3773,5.85,6.0095,0,0,0,,0,1.0,0.0,0,3,9668,1,0,3222.6667,9668.0,567.2302,0.0613,0.0903,0.0171,0.1778,0.5815,1,1,1,Neutral
Przemyslaw Wilson,2022/23,4,Borussia Dortmund,Defender,2,28,29451100.0,17.1982,2,original,784,0.8607,Experienced,1,0,0,0,22,1408,64.0,2,0,3,1,2161,1988,92.0,3,94,60,0.6383,52,50,58,0.0,0.1918,0.0639,0.1918,0.0,3.0,9.2045,3.3239,1.4126,1,41,4,unknown injury,41,0.8462,0.25,1,4,12113,2,0,3028.25,12113.0,681.4962,0.0,0.2032,-0.3168,-0.0938,0.3111,0,4,0,Negative
Richarlison Bamba,2022/23,4,Bayer Leverkusen,Forward,4,28,175874851.0,18.9853,4,original,784,0.8607,Experienced,0,1,0,0,36,2340,65.0,2,24,9,151,2385,1972,82.7,2,44,22,0.5,131,63,29,0.9231,0.3462,5.8077,1.2692,0.1589,0.375,4.1154,5.0385,7.8769,2,38,0,Groin injury,76,1.0,0.5,1,3,11070,2,1,3690.0,11070.0,638.096,0.1085,0.1733,-0.0941,0.3021,0.5845,1,2,1,Negative
Casemiro Colombo,2022/23,4,Manchester City,Midfielder,3,28,67277702.0,18.0243,4,original,784,0.8607,Experienced,0,0,0,1,31,2015,65.0,2,6,11,36,387,308,79.7,2,33,22,0.6667,4,33,35,0.268,0.4913,1.6079,0.7593,0.1667,1.8333,2.9479,0.1787,2.6442,1,11,0,Knee injury,11,1.0,0.25,1,4,10435,2,1,2608.75,10435.0,598.1749,0.0,0.1155,-0.2151,0.3021,0.4542,0,2,2,Negative
Kylian Schulz,2022/23,4,Galatasaray,Defender,2,28,17350837.0,16.6692,2,original,784,0.8607,Experienced,1,0,0,0,38,2698,71.0,3,9,4,41,1142,837,73.3,2,111,55,0.4955,140,43,16,0.3002,0.1334,1.3677,0.4337,0.2195,0.4444,5.1371,4.6701,3.2524,1,35,3,Knee injury,35,0.9268,0.25,1,1,4316,0,0,4316.0,4316.0,288.1411,0.1907,0.165,0.0061,-0.0389,0.1833,1,1,1,Neutral
Ivan Taylor,2022/23,4,Benfica,Defender,2,28,44622675.0,17.6138,3,original,784,0.8607,Experienced,1,0,0,0,32,2368,74.0,2,5,11,22,2438,1879,77.1,2,118,72,0.6102,164,7,33,0.19,0.4181,0.8361,0.6081,0.2273,2.2,4.7508,6.2331,3.6943,3,48,4,Achilles tendon injury,144,0.8889,0.75,1,2,2503,2,0,1251.5,2503.0,195.9933,0.0942,0.12,-0.073,0.225,0.3562,1,2,1,Negative
Carlos Olsen,2022/23,4,Atletico Madrid,Defender,2,28,23038645.0,16.9527,2,original,784,0.8607,Experienced,1,0,0,0,5,435,87.0,1,0,0,2,2783,1895,68.1,1,95,43,0.4526,55,64,29,0.0,0.0,0.4138,0.0,0.0,0.0,32.8966,11.3793,3.6207,1,58,1,Fracture,58,0.8333,0.25,1,4,11671,3,0,2917.75,11671.0,654.9831,0.101,0.146,-0.0917,0.3767,0.4233,1,3,1,Negative
Erling Hoffmann,2022/23,4,Juventus,Defender,2,28,19436159.0,16.7826,2,original,784,0.8607,Experienced,1,0,0,0,4,336,84.0,1,3,2,18,227,178,78.6,2,57,23,0.4035,135,35,34,0.8036,0.5357,4.8214,1.3393,0.1667,0.6667,24.6429,36.1607,16.7411,2,57,7,Concussion,114,0.3636,0.5,1,1,4739,1,0,4739.0,4739.0,326.0251,0.1257,0.1067,-0.0069,0.3,0.475,1,1,1,Neutral
Kristian Schulz,2022/23,4,Olympique Lyon,Midfielder,3,28,94520024.0,18.3643,4,original,784,0.8607,Experienced,0,0,0,1,2,154,77.0,1,1,0,4,2347,1530,65.2,1,29,18,0.6207,64,45,17,0.5844,0.0,2.3377,0.5844,0.25,0.0,43.2468,37.4026,14.1429,3,122,6,Calf muscle strain,366,0.25,0.75,1,2,355,0,1,177.5,355.0,99.0029,0.1373,0.0797,0.0418,-0.0667,0.2667,1,1,1,Neutral
Marco Torres,2022/23,4,Inter Milan,Defender,2,28,82719612.0,18.231,4,original,784,0.8607,Experienced,1,0,0,0,6,408,68.0,1,3,3,24,1125,793,70.5,2,110,81,0.7364,167,4,5,0.6618,0.6618,5.2941,1.3235,0.125,1.0,25.1471,36.8382,17.0074,1,27,2,Meniscus injury,27,0.75,0.25,1,3,7602,1,1,2534.0,7602.0,474.473,0.1497,0.1193,0.1218,0.3917,0.7481,1,2,0,Positive
Dusan Kowalski,2022/23,4,Inter Milan,Forward,4,28,63415122.0,17.9652,4,original,784,0.8607,Experienced,0,1,0,0,25,1725,69.0,2,17,7,61,238,201,84.6,2,15,8,0.5333,111,42,36,0.887,0.3652,3.1826,1.2522,0.2787,0.4118,2.9739,5.7913,6.72,3,49,5,Calf muscle strain,147,0.8333,0.75,1,4,9409,2,1,2352.25,9409.0,548.5071,0.1538,0.1228,0.0704,0.3146,0.472,1,2,1,Positive
Alejandro Hoffmann,2022/23,4,Manchester City,Midfielder,3,28,242023418.0,19.3045,4,original,784,0.8607,Experienced,0,0,0,1,34,1598,47.0,2,7,6,65,2147,1492,69.5,1,14,9,0.6429,71,69,36,0.3942,0.3379,3.6608,0.7322,0.1077,0.8571,4.6746,3.9987,4.8886,0,0,0,,0,1.0,0.0,0,5,13020,3,0,2604.0,13020.0,732.792,0.0,0.1118,-0.1678,-0.04,0.14,0,3,2,Negative
Ivan Sanchez,2022/23,4,Boavista,Defender,2,28,5228669.0,15.4697,1,original,784,0.8607,Experienced,1,0,0,0,3,168,56.0,1,1,0,13,790,681,86.3,3,96,69,0.7188,19,38,10,0.5357,0.0,6.9643,0.5357,0.0769,0.0,71.7857,10.1786,8.1429,0,0,0,,0,1.0,0.0,0,1,487,0,1,487.0,487.0,108.3936,0.0,0.146,-0.224,0.05,0.1,0,2,1,Negative
Harry Torres,2022/23,4,Feyenoord,Defender,2,28,41454373.0,17.5401,3,original,784,0.8607,Experienced,1,0,0,0,16,1296,81.0,2,6,8,36,773,677,87.7,3,93,64,0.6882,128,44,3,0.4167,0.5556,2.5,0.9722,0.1667,1.3333,9.5139,8.8889,6.2778,2,55,5,Fracture,110,0.7619,0.5,1,4,9710,2,0,2427.5,9710.0,565.1164,0.16,0.1455,-0.108,-0.0975,0.3888,2,2,0,Negative
Noussair Martin,2022/23,4,Manchester City,Defender,2,28,34058624.0,17.3436,3,original,784,0.8607,Experienced,1,0,0,0,28,1652,59.0,2,2,5,23,2639,1950,73.9,2,104,55,0.5288,162,34,50,0.109,0.2724,1.253,0.3814,0.087,2.5,7.5182,8.8257,4.1459,0,0,0,,0,1.0,0.0,0,1,177,0,0,177.0,177.0,86.926,0.282,0.0927,0.2683,0.1194,0.2794,2,1,0,Positive
Lucas Zielinski,2022/23,4,Lazio,Forward,4,28,113735143.0,18.5494,4,original,784,0.8607,Experienced,0,1,0,0,32,1888,59.0,2,11,12,68,2984,2402,80.5,2,53,23,0.434,158,37,51,0.5244,0.572,3.2415,1.0964,0.1618,1.0909,4.2903,7.5318,6.5975,3,60,9,Fracture,180,0.7805,0.75,1,1,4628,1,0,4628.0,4628.0,308.9474,0.0417,0.1723,-0.2743,-0.0611,0.1278,0,2,1,Negative
Riyad Becker,2022/23,4,Bayer Leverkusen,Midfielder,3,28,45656695.0,17.6367,3,original,784,0.8607,Experienced,0,0,0,1,5,250,50.0,1,2,0,22,831,713,85.9,3,45,24,0.5333,23,0,60,0.72,0.0,7.92,0.72,0.0909,0.0,16.2,8.28,8.604,2,62,6,Fracture,124,0.4545,0.5,1,5,15055,4,0,3011.0,15055.0,833.972,0.1243,0.1415,-0.0201,0.2613,0.3488,3,3,0,Neutral
Nayef Ricci,2022/23,4,Marseille,Defender,2,28,72670884.0,18.1015,4,original,784,0.8607,Experienced,1,0,0,0,29,1972,68.0,2,8,1,33,967,726,75.1,2,76,47,0.6184,104,13,1,0.3651,0.0456,1.5061,0.4108,0.2424,0.125,4.0619,4.7465,3.3636,2,89,7,Meniscus injury,178,0.8056,0.5,1,1,2765,0,0,2765.0,2765.0,211.0561,0.0,0.1283,-0.2612,-0.0189,0.5406,0,1,2,Negative
Nemanja Andersen,2022/23,4,Real Sociedad,Defender,2,28,52241895.0,17.7714,3,original,784,0.8607,Experienced,1,0,0,0,23,1840,80.0,2,2,9,19,1777,1073,60.4,1,57,31,0.5439,21,71,57,0.0978,0.4402,0.9293,0.538,0.1053,4.5,6.2609,1.0272,1.9467,1,18,1,Cartilage damage,18,0.9583,0.25,1,3,10559,1,0,3519.6667,10559.0,596.8246,0.22,0.151,-0.0015,-0.0389,0.2167,1,1,1,Neutral
Andreas Diallo,2022/23,4,Bayer Leverkusen,Defender,2,28,53865579.0,17.802,3,original,784,0.8607,Experienced,1,0,0,0,37,2886,78.0,3,5,12,22,1301,917,70.5,2,68,31,0.4559,42,55,17,0.1559,0.3742,0.6861,0.5301,0.2273,2.4,3.8358,1.3098,1.9522,0,0,0,,0,1.0,0.0,0,2,6835,1,0,3417.5,6835.0,416.4323,0.287,0.0647,0.3426,0.35,0.55,2,1,0,Positive
Kylian Diallo,2022/23,4,Napoli,Defender,2,28,210536489.0,19.1652,4,original,784,0.8607,Experienced,1,0,0,0,20,1500,75.0,2,2,5,13,2760,2136,77.4,2,83,39,0.4699,27,17,19,0.12,0.3,0.78,0.42,0.1538,2.5,6.0,1.62,1.836,0,0,0,,0,1.0,0.0,0,2,5998,1,1,2999.0,5998.0,379.2043,0.1373,0.163,-0.1111,-0.1667,0.2167,1,2,0,Negative
Gabriel Weber,2022/23,4,Real Madrid,Forward,4,28,75143400.0,18.1349,4,original,784,0.8607,Experienced,0,1,0,0,26,1716,66.0,2,19,6,102,1571,1179,75.1,2,110,81,0.7364,152,17,19,0.9965,0.3147,5.3497,1.3112,0.1863,0.3158,6.6608,7.972,8.6853,0,0,0,,0,1.0,0.0,0,1,1622,1,0,1622.0,1622.0,167.9278,0.108,0.0657,-0.0201,-0.0667,0.2333,1,1,1,Neutral
Matteo Esposito,2022/23,4,Monaco,Defender,2,28,43842842.0,17.5961,3,original,784,0.8607,Experienced,1,0,0,0,13,975,75.0,1,5,1,35,1393,1193,85.7,3,86,51,0.593,147,31,20,0.4615,0.0923,3.2308,0.5538,0.1429,0.2,10.8,13.5692,7.2554,3,82,5,Achilles tendon injury,246,0.7222,0.75,1,4,8748,4,0,2187.0,8748.0,515.2964,0.1573,0.1667,0.02,0.2143,0.3226,3,3,0,Neutral
Jakub Rodrigues,2022/23,4,AC Milan,Midfielder,3,28,76453426.0,18.1522,4,original,784,0.8607,Experienced,0,0,0,1,18,1260,70.0,2,5,1,38,2625,2491,94.9,3,28,18,0.6429,140,3,60,0.3571,0.0714,2.7143,0.4286,0.1316,0.2,2.2143,10.0,5.5714,2,90,7,Abdominal problems,180,0.72,0.5,1,4,7158,4,0,1789.5,7158.0,439.6315,0.0,0.1178,-0.1968,0.3611,0.4639,0,3,3,Negative
Declan Costa,2022/23,4,Atalanta,Midfielder,3,28,106308188.0,18.4819,4,original,784,0.8607,Experienced,0,0,0,1,14,1022,73.0,2,4,1,34,2245,1457,64.9,1,43,21,0.4884,168,19,45,0.3523,0.0881,2.9941,0.4403,0.1176,0.25,5.4599,14.7945,7.1683,1,50,6,Groin injury,50,0.7,0.25,1,5,7519,3,0,1503.8,7519.0,454.1362,0.0706,0.1064,-0.0987,0.405,0.43,1,2,2,Negative
Gabriel Fernandes,2022/23,4,Roma,Forward,4,28,47230431.0,17.6705,3,original,784,0.8607,Experienced,0,1,0,0,25,1225,49.0,2,14,9,93,1841,1448,78.7,2,116,78,0.6724,139,4,50,1.0286,0.6612,6.8327,1.6898,0.1505,0.6429,8.8163,10.2122,10.8882,2,20,2,Fracture,40,0.9259,0.5,1,4,10184,3,0,2546.0,10184.0,594.113,0.1072,0.1244,0.0554,0.285,0.5789,2,3,0,Positive
Sergej Gomez,2022/23,4,Juventus,Forward,4,28,90840606.0,18.3246,4,original,784,0.8607,Experienced,0,1,0,0,35,2905,83.0,3,20,2,63,2893,2409,83.3,2,26,17,0.6538,11,72,41,0.6196,0.062,1.9518,0.6816,0.3175,0.1,3.0361,0.3408,3.0609,3,81,6,Thigh muscle strain,243,0.8537,0.75,1,4,12372,3,0,3093.0,12372.0,691.5989,0.0536,0.1244,-0.0947,0.275,0.43,1,3,1,Negative
Michal Kaminski,2022/23,4,Vitoria,Forward,4,28,57316695.0,17.8641,3,original,784,0.8607,Experienced,0,1,0,0,26,1716,66.0,2,13,1,40,1259,853,67.8,1,100,60,0.6,148,73,14,0.6818,0.0524,2.0979,0.7343,0.325,0.0769,9.0734,7.7622,5.528,0,0,0,,0,1.0,0.0,0,3,9664,1,0,3221.3333,9664.0,562.5602,0.0887,0.1467,-0.0171,-0.019,0.206,1,1,1,Neutral
Piotr Esposito,2022/23,4,Lazio,Forward,4,28,34653418.0,17.3609,3,original,784,0.8607,Experienced,0,1,0,0,24,1680,70.0,2,14,12,121,2249,1468,65.3,1,8,4,0.5,75,53,58,0.75,0.6429,6.4821,1.3929,0.1157,0.8571,3.2679,4.0179,7.9821,3,121,9,Groin injury,363,0.7273,0.75,1,2,5725,0,0,2862.5,5725.0,358.6714,0.205,0.0647,0.2441,0.0861,0.3294,1,1,1,Positive
Alejandro Oliveira,2022/23,4,Real Sociedad,Midfielder,3,28,12843603.0,16.3684,2,original,784,0.8607,Experienced,0,0,0,1,8,432,54.0,1,2,2,17,1047,818,78.2,2,49,28,0.5714,112,57,20,0.4167,0.4167,3.5417,0.8333,0.1176,1.0,22.0833,23.3333,10.8542,0,0,0,,0,1.0,0.0,0,3,8743,1,0,2914.3333,8743.0,524.628,0.1373,0.1367,-0.1029,-0.1667,0.2167,1,2,0,Negative
Sergej Taylor,2022/23,4,Valencia,Midfielder,3,28,10582008.0,16.1747,2,original,784,0.8607,Experienced,0,0,0,1,20,940,47.0,1,3,0,25,647,541,83.7,2,26,20,0.7692,189,31,33,0.2872,0.0,2.3936,0.2872,0.12,0.0,5.4574,18.0957,7.4872,1,21,3,Knee injury,21,0.8696,0.25,1,3,7588,2,0,2529.3333,7588.0,459.938,0.1755,0.0695,0.2604,0.3396,0.4345,2,1,1,Positive
Federico Bernard,2022/23,4,Tottenham,Defender,2,28,45618953.0,17.6358,3,original,784,0.8607,Experienced,1,0,0,0,36,1980,55.0,2,10,17,67,1149,1009,87.9,3,85,40,0.4706,163,55,25,0.4545,0.7727,3.0455,1.2273,0.1493,1.7,6.3636,7.4091,6.6545,0,0,0,,0,1.0,0.0,0,1,1394,0,0,1394.0,1394.0,156.3235,0.0,0.17,-0.3094,0.0583,0.2667,0,2,1,Negative
Niklas Weber,2022/23,4,Barcelona,Defender,2,28,88131448.0,18.2943,4,original,784,0.8607,Experienced,1,0,0,0,13,949,73.0,1,9,3,54,1079,725,67.2,1,101,68,0.6733,16,73,6,0.8535,0.2845,5.1212,1.138,0.1667,0.3333,16.5016,1.5174,6.1454,2,57,9,Fracture,114,0.5909,0.5,1,1,2807,1,0,2807.0,2807.0,214.2713,0.0,0.149,-0.2864,-0.1667,0.1833,0,2,1,Negative
Hamza Jesus,2022/23,4,Ajax,Defender,2,28,56976936.0,17.8582,3,original,784,0.8607,Experienced,1,0,0,0,12,816,68.0,1,5,1,31,1274,1063,83.5,2,67,40,0.597,163,40,38,0.5515,0.1103,3.4191,0.6618,0.1613,0.2,11.8015,17.9779,8.9779,0,0,0,,0,1.0,0.0,0,5,7316,5,0,1463.2,7316.0,455.0332,0.1703,0.1537,0.0856,0.4289,0.4361,3,2,2,Positive
Simone Costa,2022/23,4,AC Milan,Defender,2,28,5379683.0,15.4981,1,original,784,0.8607,Experienced,1,0,0,0,26,2132,82.0,2,3,5,22,2728,1800,66.0,1,91,62,0.6813,76,78,37,0.1266,0.2111,0.9287,0.3377,0.1364,1.6667,7.1341,3.2083,2.2289,0,0,0,,0,1.0,0.0,0,1,305,1,0,305.0,305.0,84.3896,0.0417,0.1723,-0.2743,-0.0611,0.1278,0,2,1,Negative
Florian Richard,2022/23,4,Real Sociedad,Midfielder,3,28,51576312.0,17.7586,3,original,784,0.8607,Experienced,0,0,0,1,9,585,65.0,1,1,1,6,949,693,73.1,2,23,13,0.5652,107,76,8,0.1538,0.1538,0.9231,0.3077,0.1667,1.0,15.2308,16.4615,6.1692,0,0,0,,0,1.0,0.0,0,4,8347,2,1,2086.75,8347.0,499.051,0.0,0.1145,-0.1995,0.0333,0.2167,0,2,2,Negative
Bruno Bernard,2022/23,4,Feyenoord,Midfielder,3,28,59489335.0,17.9013,3,original,784,0.8607,Experienced,0,0,0,1,25,1800,72.0,2,5,7,48,2842,2631,92.6,3,27,16,0.5926,125,36,8,0.25,0.35,2.4,0.6,0.1042,1.4,3.15,6.25,4.525,2,61,0,Achilles tendon injury,122,1.0,0.5,1,4,8321,2,1,2080.25,8321.0,496.4201,0.0,0.1902,-0.3566,0.2358,0.729,0,3,1,Negative
Gabriel Martins,2022/23,4,Tottenham,Defender,2,28,82782134.0,18.2317,4,original,784,0.8607,Experienced,1,0,0,0,21,1533,73.0,2,1,5,10,759,507,66.8,1,54,42,0.7778,129,63,26,0.0587,0.2935,0.5871,0.3523,0.1,5.0,6.8689,7.5734,3.3288,3,113,11,Virus,339,0.6562,0.75,1,4,7957,2,1,1989.25,7957.0,465.1278,0.0665,0.1745,-0.1264,0.1607,0.3545,1,2,1,Negative
Erling Esposito,2022/23,4,Vitoria,Forward,4,28,71656103.0,18.0874,4,original,784,0.8607,Experienced,0,1,0,0,32,2272,71.0,2,22,14,134,538,429,79.8,2,106,74,0.6981,74,4,17,0.8715,0.5546,5.3081,1.4261,0.1642,0.6364,4.3574,2.9313,7.257,1,45,6,unknown injury,45,0.8421,0.25,1,4,9014,3,1,2253.5,9014.0,533.4109,0.0824,0.141,-0.181,-0.0113,0.3443,1,3,1,Negative
Sergio Kaminski,2022/23,4,RB Leipzig,Defender,2,28,41545522.0,17.5423,3,original,784,0.8607,Experienced,1,0,0,0,35,2205,63.0,2,5,14,42,2451,1909,77.9,2,78,34,0.4359,198,69,52,0.2041,0.5714,1.7143,0.7755,0.119,2.8,6.0,8.0816,5.0367,0,0,0,,0,1.0,0.0,0,4,14031,2,0,3507.75,14031.0,782.5597,0.0312,0.173,-0.2739,0.1729,0.2458,0,3,1,Negative
Nayef Martinez,2022/23,4,Juventus,Forward,4,28,68863416.0,18.0476,4,original,784,0.8607,Experienced,0,1,0,0,35,1645,47.0,2,24,14,171,1941,1234,63.6,1,111,73,0.6577,63,38,55,1.3131,0.766,9.3556,2.079,0.1404,0.5833,8.152,3.4468,11.183,2,112,2,Ankle sprain,224,0.9459,0.5,1,3,8902,1,1,2967.3333,8902.0,526.7795,0.1973,0.0927,0.1992,0.3833,0.4333,2,1,0,Positive
Antoine Schmidt,2022/23,4,Atletico Madrid,Forward,4,28,41974947.0,17.5526,3,original,784,0.8607,Experienced,0,1,0,0,29,1769,61.0,2,11,13,40,680,592,87.1,3,35,16,0.4571,188,75,44,0.5596,0.6614,2.035,1.221,0.275,1.1818,5.5964,9.5647,6.8886,0,0,0,,0,1.0,0.0,0,2,7002,2,0,3501.0,7002.0,436.6681,0.062,0.145,-0.1346,0.2104,0.4778,0,2,2,Negative
Gabriel Coulibaly,2022/23,4,Lens,Forward,4,28,39301388.0,17.4868,3,original,784,0.8607,Experienced,0,1,0,0,28,1540,55.0,2,19,2,79,443,354,80.0,2,73,37,0.5068,137,21,20,1.1104,0.1169,4.6169,1.2273,0.2405,0.1053,5.4935,8.0065,8.2753,0,0,0,,0,1.0,0.0,0,3,8581,3,0,2860.3333,8581.0,515.4365,0.1762,0.1066,0.1615,0.1802,0.2812,2,2,1,Positive
Sadio Becker,2022/23,4,Olympique Lyon,Defender,2,28,57488368.0,17.8671,3,original,784,0.8607,Experienced,1,0,0,0,19,1539,81.0,2,8,8,65,755,707,93.7,3,105,59,0.5619,15,35,55,0.4678,0.4678,3.8012,0.9357,0.1231,1.0,8.1871,0.8772,4.5029,2,84,12,Fracture,168,0.6129,0.5,1,5,15947,3,0,3189.4,15947.0,876.0131,0.1622,0.1458,-0.0077,0.23,0.3593,2,3,0,Neutral
Rodrygo Perez,2022/23,4,Rangers,Defender,2,28,46838584.0,17.6622,3,original,784,0.8607,Experienced,1,0,0,0,9,801,89.0,1,2,1,13,1213,1051,86.7,3,91,50,0.5495,36,73,40,0.2247,0.1124,1.4607,0.3371,0.1538,0.5,18.427,4.0449,2.8427,3,104,5,Abdominal problems,312,0.6429,0.75,1,1,3722,1,0,3722.0,3722.0,257.4128,0.0893,0.183,-0.1223,0.0783,0.8831,1,2,0,Negative
Thomas Thomas,2022/23,4,PSG,Forward,4,28,76176770.0,18.1486,4,original,784,0.8607,Experienced,0,1,0,0,27,1863,69.0,2,14,1,113,1850,1443,78.0,2,40,27,0.675,94,58,60,0.6763,0.0483,5.4589,0.7246,0.1239,0.0714,4.7343,4.5411,6.2174,3,129,10,Cartilage damage,387,0.7297,0.75,1,1,3509,0,1,3509.0,3509.0,250.6219,0.0,0.0533,-0.0905,-0.0667,0.2333,0,1,2,Negative
Marco Roberts,2022/23,4,Benfica,Midfielder,3,28,93641134.0,18.355,4,original,784,0.8607,Experienced,0,0,0,1,21,1722,82.0,2,0,1,7,2800,2329,83.2,2,50,37,0.74,136,50,13,0.0,0.0523,0.3659,0.0523,0.0,1.0,5.2265,7.108,2.4199,1,58,9,Concussion,58,0.7,0.25,1,3,9291,2,0,3097.0,9291.0,540.8498,0.0,0.134,-0.2285,0.2,0.4986,0,3,1,Negative
Benjamin Sousa,2022/23,4,Roma,Defender,2,28,6457107.0,15.6807,1,original,784,0.8607,Experienced,1,0,0,0,14,1064,76.0,2,4,5,25,2441,1957,80.2,2,77,57,0.7403,87,6,2,0.3383,0.4229,2.1147,0.7613,0.16,1.25,7.0207,7.359,5.1259,0,0,0,,0,1.0,0.0,0,5,10520,2,0,2104.0,10520.0,604.1103,0.1852,0.119,0.0941,0.1052,0.2136,2,1,2,Positive
Clement Costa,2022/23,4,Manchester City,Defender,2,28,68904574.0,18.0482,4,original,784,0.8607,Experienced,1,0,0,0,30,1380,46.0,2,3,5,25,202,191,94.7,3,59,28,0.4746,176,16,56,0.1957,0.3261,1.6304,0.5217,0.12,1.6667,4.8913,11.4783,5.4978,1,53,4,Knee injury,53,0.8824,0.25,1,4,8539,2,0,2134.75,8539.0,511.615,0.0665,0.0885,0.0184,0.3295,0.4295,1,1,2,Neutral
Mateusz Milinkovic,2022/23,4,Rangers,Defender,2,28,21159690.0,16.8676,2,original,784,0.8607,Experienced,1,0,0,0,20,1100,55.0,2,8,1,69,1225,770,62.9,1,90,68,0.7556,42,6,25,0.6545,0.0818,5.6455,0.7364,0.1159,0.125,7.8545,3.4364,5.9809,3,121,4,Hip flexor strain,363,0.8333,0.75,1,1,121,0,0,121.0,121.0,74.2932,0.0,0.2273,-0.4115,0.0367,0.6183,0,2,1,Negative
Martin Lewandowski,2022/23,4,Celtic,Defender,2,28,71268292.0,18.082,4,original,784,0.8607,Experienced,1,0,0,0,20,1780,89.0,2,7,6,57,589,353,60.0,1,66,28,0.4242,151,28,33,0.3539,0.3034,2.882,0.6573,0.1228,0.8571,4.7528,7.6348,5.4,0,0,0,,0,1.0,0.0,0,2,3300,2,0,1650.0,3300.0,242.2639,0.057,0.1238,-0.1491,-0.05,0.175,1,2,1,Negative
Aleksandar Coulibaly,2022/23,4,Vitoria,Defender,2,28,12247719.0,16.3209,2,original,784,0.8607,Experienced,1,0,0,0,29,1305,45.0,2,0,11,1,1929,1626,84.3,2,66,28,0.4242,98,11,46,0.0,0.7586,0.069,0.7586,0.0,11.0,5.3103,6.7586,3.5793,3,40,6,Calf muscle strain,120,0.8286,0.75,1,2,9184,1,0,4592.0,9184.0,529.1435,0.0,0.0833,-0.1529,0.1111,0.4056,0,1,2,Negative
Andrea Weber,2022/23,4,Manchester City,Defender,2,28,163411240.0,18.9118,4,original,784,0.8607,Experienced,1,0,0,0,7,455,65.0,1,2,2,14,745,614,82.5,2,91,41,0.4505,135,72,0,0.3956,0.3956,2.7692,0.7912,0.1429,1.0,32.2418,26.7033,11.3736,3,129,7,Cartilage damage,387,0.5,0.75,1,2,6864,1,0,3432.0,6864.0,427.834,0.1907,0.1387,0.0143,-0.0389,0.1833,1,1,1,Neutral
Matteo Becker,2022/23,4,Besiktas,Defender,2,28,72513273.0,18.0993,4,original,784,0.8607,Experienced,1,0,0,0,11,803,73.0,1,5,5,30,820,756,92.2,3,83,55,0.6627,55,11,57,0.5604,0.5604,3.3624,1.1208,0.1667,1.0,10.5355,6.1644,6.3325,3,75,3,Achilles tendon injury,225,0.7857,0.75,1,1,3428,1,0,3428.0,3428.0,251.1859,0.108,0.0657,-0.0201,-0.0667,0.2333,1,1,1,Neutral
Alejandro Nilsen,2022/23,4,Manchester City,Defender,2,28,44582636.0,17.6129,3,original,784,0.8607,Experienced,1,0,0,0,9,468,52.0,1,6,2,41,772,530,68.7,1,87,37,0.4253,141,76,38,1.1538,0.3846,7.8846,1.5385,0.1463,0.3333,31.3462,27.1154,16.3077,0,0,0,,0,1.0,0.0,0,1,2785,1,0,2785.0,2785.0,234.5472,0.108,0.179,-0.1609,-0.2333,0.0667,1,2,0,Negative
Luka Cisse,2022/23,4,Fenerbahce,Defender,2,28,245677090.0,19.3195,4,original,784,0.8607,Experienced,1,0,0,0,19,1691,89.0,2,0,4,8,2685,2088,77.8,2,100,55,0.55,165,6,50,0.0,0.2129,0.4258,0.2129,0.0,4.0,5.6416,8.7818,3.2732,2,107,10,Muscle strain,214,0.6552,0.5,1,2,3606,2,0,1803.0,3606.0,255.4647,0.1705,0.064,0.1896,0.2312,0.4137,1,0,3,Positive
